1,24.54491222,118.1496625,0,2/15/17 09:17,2/15/17 09:17
2,24.54491222,118.1496625,0,2/15/17 09:17,2/15/17 09:17
3,24.54491222,118.1496625,0,2/15/17 09:17,2/15/17 09:17
4,24.54491222,118.1496625,0,2/15/17 09:18,2/15/17 09:17
5,24.54491222,118.1496625,0,2/15/17 09:18,2/15/17 09:18
6,24.54491222,118.1496625,0,2/15/17 09:18,2/15/17 09:18
7,24.54491222,118.1496625,0,2/15/17 09:18,2/15/17 09:18
8,24.54491222,118.1496625,0,2/15/17 09:19,2/15/17 09:18
9,24.54491222,118.1496625,0,2/15/17 09:19,2/15/17 09:19
10,24.54491222,118.1496625,0,2/15/17 09:19,2/15/17 09:19
11,24.544912,118.149662,0,2/15/17 09:19,2/15/17 09:19
12,24.54491306,118.1496656,0,2/15/17 09:19,2/15/17 09:19
13,24.54491306,118.1496656,0,2/15/17 09:20,2/15/17 09:19
14,24.54491306,118.1496656,0,2/15/17 09:20,2/15/17 09:20
15,24.54491306,118.1496656,0,2/15/17 09:20,2/15/17 09:20
16,24.54420222,118.1486683,0,2/15/17 09:20,2/15/17 09:20
17,24.54420222,118.1486683,0.023,2/15/17 09:21,2/15/17 09:20
18,24.54359083,118.1478097,0.065,2/15/17 09:21,2/15/17 09:21
19,24.54280556,118.1467014,0.208,2/15/17 09:21,2/15/17 09:21
20,24.54179639,118.1467658,0.334,2/15/17 09:21,2/15/17 09:21
21,24.54046806,118.1479003,0.51,2/15/17 09:22,2/15/17 09:21
22,24.53924444,118.1490572,0.703,2/15/17 09:22,2/15/17 09:22
23,24.53827417,118.1497408,0.843,2/15/17 09:22,2/15/17 09:22
24,24.5382,118.1497875,0.888,2/15/17 09:22,2/15/17 09:22
25,24.5382,118.1497875,0.888,2/15/17 09:23,2/15/17 09:22
26,24.5382,118.1497875,0.888,2/15/17 09:23,2/15/17 09:23
27,24.53753944,118.1503039,0.938,2/15/17 09:23,2/15/17 09:23
28,24.53789722,118.1516342,1.063,2/15/17 09:23,2/15/17 09:23
29,24.5387675,118.1532864,1.258,2/15/17 09:24,2/15/17 09:23
30,24.53972639,118.1544911,1.449,2/15/17 09:24,2/15/17 09:24
31,24.53986417,118.1546556,1.498,2/15/17 09:24,2/15/17 09:24
32,24.54006528,118.1548953,1.512,2/15/17 09:24,2/15/17 09:24
33,24.54074111,118.1554992,1.6,2/15/17 09:25,2/15/17 09:24
34,24.5414975,118.1550858,1.713,2/15/17 09:25,2/15/17 09:25
35,24.5427075,118.1539975,1.869,2/15/17 09:25,2/15/17 09:25
36,24.54395417,118.1528547,2.046,2/15/17 09:25,2/15/17 09:25
37,24.5454075,118.1515389,2.235,2/15/17 09:26,2/15/17 09:25
38,24.54704694,118.1506808,2.446,2/15/17 09:26,2/15/17 09:26
39,24.54861917,118.1500992,2.632,2/15/17 09:26,2/15/17 09:26
40,24.54973417,118.1496964,2.779,2/15/17 09:26,2/15/17 09:26
41,24.55098167,118.1491319,2.928,2/15/17 09:27,2/15/17 09:26
42,24.5521525,118.148395,3.077,2/15/17 09:27,2/15/17 09:27
43,24.55312194,118.1475233,3.215,2/15/17 09:27,2/15/17 09:27
44,24.55403361,118.1464314,3.364,2/15/17 09:27,2/15/17 09:27
45,24.55679333,118.1422486,3.867,2/15/17 09:28,2/15/17 09:27
46,24.55838083,118.1406747,4.101,2/15/17 09:28,2/15/17 09:28
47,24.55989306,118.1393858,4.319,2/15/17 09:28,2/15/17 09:28
48,24.561565,118.1379694,4.541,2/15/17 09:28,2/15/17 09:28
49,24.56332139,118.1364664,4.781,2/15/17 09:29,2/15/17 09:28
50,24.56532861,118.1347472,5.062,2/15/17 09:29,2/15/17 09:29
51,24.56726444,118.1330894,5.335,2/15/17 09:29,2/15/17 09:29
52,24.56932194,118.1313272,5.62,2/15/17 09:29,2/15/17 09:29
53,24.57128056,118.1296014,5.908,2/15/17 09:30,2/15/17 09:29
54,24.57295083,118.1277769,6.166,2/15/17 09:30,2/15/17 09:30
55,24.57430917,118.1260094,6.426,2/15/17 09:30,2/15/17 09:30
56,24.57533306,118.1245,6.606,2/15/17 09:30,2/15/17 09:30
57,24.57662722,118.1225106,6.84,2/15/17 09:31,2/15/17 09:30
58,24.57804972,118.1203125,7.098,2/15/17 09:31,2/15/17 09:31
59,24.57909472,118.1186889,7.33,2/15/17 09:31,2/15/17 09:31
60,24.5796225,118.1178686,7.462,2/15/17 09:31,2/15/17 09:31
61,24.58014611,118.1170567,7.557,2/15/17 09:32,2/15/17 09:31
62,24.58068944,118.1162172,7.664,2/15/17 09:32,2/15/17 09:32
63,24.58090583,118.1158828,7.72,2/15/17 09:32,2/15/17 09:32
64,24.581145,118.1155189,7.763,2/15/17 09:32,2/15/17 09:32
65,24.58148083,118.1150197,7.817,2/15/17 09:33,2/15/17 09:32
66,24.58258611,118.1154847,7.909,2/15/17 09:33,2/15/17 09:33
67,24.58298778,118.1160836,7.995,2/15/17 09:33,2/15/17 09:33
68,24.58350694,118.1167314,8.062,2/15/17 09:33,2/15/17 09:33
69,24.58455861,118.1179083,8.208,2/15/17 09:34,2/15/17 09:34
70,24.58575639,118.1194158,8.406,2/15/17 09:34,2/15/17 09:34
71,24.58705833,118.1209961,8.615,2/15/17 09:34,2/15/17 09:34
72,24.58850639,118.1224017,8.831,2/15/17 09:34,2/15/17 09:34
73,24.59011889,118.123805,9.052,2/15/17 09:35,2/15/17 09:35
74,24.59187333,118.1253406,9.287,2/15/17 09:35,2/15/17 09:35
75,24.59324056,118.1263364,9.501,2/15/17 09:35,2/15/17 09:35
76,24.59492194,118.126665,9.662,2/15/17 09:35,2/15/17 09:35
77,24.5968825,118.1264019,9.892,2/15/17 09:36,2/15/17 09:36
78,24.59881472,118.1269492,10.109,2/15/17 09:36,2/15/17 09:36
79,24.59999389,118.1280328,10.25,2/15/17 09:36,2/15/17 09:36
80,24.60113056,118.1301972,10.544,2/15/17 09:36,2/15/17 09:36
81,24.60180583,118.1315867,10.708,2/15/17 09:37,2/15/17 09:37
82,24.60283611,118.1330289,10.881,2/15/17 09:37,2/15/17 09:37
83,24.60447389,118.1336311,11.077,2/15/17 09:37,2/15/17 09:37
84,24.60669806,118.1337439,11.3,2/15/17 09:37,2/15/17 09:37
85,24.60900694,118.1344456,11.566,2/15/17 09:38,2/15/17 09:38
86,24.61110111,118.1351122,11.838,2/15/17 09:38,2/15/17 09:38
87,24.61239111,118.1368553,12.062,2/15/17 09:38,2/15/17 09:38
88,24.61258444,118.1395133,12.296,2/15/17 09:39,2/15/17 09:38
89,24.61397722,118.1412069,12.524,2/15/17 09:39,2/15/17 09:39
90,24.61584667,118.1421469,12.769,2/15/17 09:39,2/15/17 09:39
91,24.61803278,118.1419572,13.011,2/15/17 09:39,2/15/17 09:39
92,24.61977083,118.1419589,13.216,2/15/17 09:40,2/15/17 09:39
93,24.62101722,118.1432069,13.416,2/15/17 09:40,2/15/17 09:40
94,24.6207375,118.1425381,13.504,2/15/17 09:40,2/15/17 09:40
95,24.61934139,118.1416125,13.685,2/15/17 09:40,2/15/17 09:40
96,24.61896944,118.1415964,13.754,2/15/17 09:41,2/15/17 09:40
97,24.61896944,118.1415964,13.778,2/15/17 09:41,2/15/17 09:41
98,24.61896944,118.1415964,13.778,2/15/17 09:41,2/15/17 09:41
99,24.61896944,118.1415964,13.778,2/15/17 09:41,2/15/17 09:41
100,24.61896944,118.1415964,13.778,2/15/17 09:42,2/15/17 09:41
101,24.61896944,118.1415964,13.778,2/15/17 09:42,2/15/17 09:42
102,24.61937361,118.14126,13.785,2/15/17 09:42,2/15/17 09:42
103,24.61999472,118.1410919,13.854,2/15/17 09:42,2/15/17 09:42
104,24.62050444,118.1405017,13.923,2/15/17 09:43,2/15/17 09:42
105,24.62085944,118.1395192,14.031,2/15/17 09:43,2/15/17 09:43
106,24.62110306,118.1388836,14.105,2/15/17 09:43,2/15/17 09:43
107,24.6213375,118.1383128,14.188,2/15/17 09:43,2/15/17 09:43
108,24.62168833,118.1374478,14.257,2/15/17 09:44,2/15/17 09:43
109,24.62230917,118.1358711,14.422,2/15/17 09:44,2/15/17 09:44
110,24.62287944,118.1344411,14.586,2/15/17 09:44,2/15/17 09:44
111,24.62311306,118.1338219,14.632,2/15/17 09:44,2/15/17 09:44
112,24.62351861,118.1328442,14.771,2/15/17 09:45,2/15/17 09:44
113,24.62466417,118.1342194,14.917,2/15/17 09:45,2/15/17 09:45
114,24.62640389,118.1363658,15.207,2/15/17 09:45,2/15/17 09:45
115,24.62836472,118.1381603,15.388,2/15/17 09:45,2/15/17 09:45
116,24.63048639,118.1395522,15.674,2/15/17 09:46,2/15/17 09:45
117,24.63258889,118.1404603,15.928,2/15/17 09:46,2/15/17 09:46
118,24.6345325,118.1410289,16.236,2/15/17 09:46,2/15/17 09:46
119,24.63710889,118.1413369,16.417,2/15/17 09:46,2/15/17 09:46
120,24.63952194,118.1411953,16.703,2/15/17 09:47,2/15/17 09:46
121,24.64161333,118.1408372,16.97,2/15/17 09:47,2/15/17 09:47
122,24.64369528,118.1404511,17.201,2/15/17 09:47,2/15/17 09:47
123,24.64560444,118.1400942,17.42,2/15/17 09:47,2/15/17 09:47
124,24.64775083,118.1397058,17.646,2/15/17 09:48,2/15/17 09:47
125,24.65009667,118.1392767,17.899,2/15/17 09:48,2/15/17 09:48
126,24.65260083,118.1388169,18.167,2/15/17 09:48,2/15/17 09:48
127,24.65494556,118.1383889,18.446,2/15/17 09:48,2/15/17 09:48
128,24.6564575,118.1380764,18.676,2/15/17 09:49,2/15/17 09:48
129,24.65822639,118.1377511,18.849,2/15/17 09:49,2/15/17 09:49
130,24.65965778,118.1374992,19.025,2/15/17 09:49,2/15/17 09:49
131,24.66031139,118.1373786,19.166,2/15/17 09:49,2/15/17 09:49
132,24.66032556,118.1373769,19.188,2/15/17 09:50,2/15/17 09:49
133,24.66052556,118.1373425,19.202,2/15/17 09:50,2/15/17 09:50
134,24.66068667,118.1373111,19.217,2/15/17 09:50,2/15/17 09:50
135,24.66135639,118.137185,19.247,2/15/17 09:50,2/15/17 09:50
136,24.66164722,118.1371325,19.332,2/15/17 09:51,2/15/17 09:50
137,24.66164722,118.1371325,19.335,2/15/17 09:51,2/15/17 09:51
138,24.66164722,118.1371325,19.335,2/15/17 09:51,2/15/17 09:51
139,24.66208694,118.1370597,19.357,2/15/17 09:51,2/15/17 09:51
140,24.6626975,118.1369817,19.429,2/15/17 09:52,2/15/17 09:51
141,24.6627525,118.136975,19.457,2/15/17 09:52,2/15/17 09:52
142,24.6627525,118.136975,19.457,2/15/17 09:52,2/15/17 09:52
143,24.6627525,118.136975,19.457,2/15/17 09:52,2/15/17 09:52
144,24.6627525,118.136975,19.457,2/15/17 09:53,2/15/17 09:52
145,24.6628475,118.1369633,19.457,2/15/17 09:53,2/15/17 09:53
146,24.66335056,118.1370833,19.505,2/15/17 09:53,2/15/17 09:53
147,24.66536389,118.1368836,19.652,2/15/17 09:53,2/15/17 09:53
148,24.66686833,118.1374261,19.827,2/15/17 09:54,2/15/17 09:53
149,24.66958972,118.1375389,20.097,2/15/17 09:54,2/15/17 09:54
150,24.67173583,118.1379767,20.336,2/15/17 09:54,2/15/17 09:54
